,x,V_blue,V_dashed,V_dotted
341,7.050000000000001,1.4637197907862918,1.469761120436996,1.4666879652564193
342,7.100000000000001,1.527539202555606,1.53358053220631,1.5305073770257334
343,7.150000000000002,1.5936457790377938,1.5996871086884976,1.596613953507921
344,7.199999999999999,1.662104629551603,1.6681459592023071,1.6650728040217304
345,7.25,1.7329822437457905,1.7390235733964945,1.7359504182159178
346,7.300000000000001,1.806346510971606,1.8123878406223086,1.8093146854417324
347,7.350000000000001,1.8822667397902926,1.888308069440996,1.8852349142604197
348,7.400000000000002,1.960813677615607,1.9668550072663107,1.963781852085734
349,7.449999999999999,2.042059530491289,2.048100860141993,2.045027704961416
350,7.5,2.1260779830036034,2.132119312654307,2.1290461574737307
351,7.550000000000001,2.2129442183287935,2.218985547979497,2.2159123927989204
352,7.600000000000001,2.3027349384156057,2.3087762680663095,2.305703112885733
353,7.650000000000002,2.3955283843027955,2.4015697139534993,2.398496558772923
354,7.699999999999999,2.4914043565716018,2.4974456862223056,2.494372531041729
355,7.75,2.590444235933292,2.596485565583995,2.5934124104034186
356,7.800000000000001,2.6927310039516046,2.698772333602308,2.6956991784217315
357,7.850000000000001,2.7983492639002945,2.804390593550998,2.8013174383704214
358,7.900000000000002,2.9073852617556106,2.913426591406313,2.9103534362257366
359,7.949999999999999,3.019926907323791,3.0259682369744936,3.0228950817939166
360,8.0,3.136063795503606,3.1421051251543086,3.139031969973732
361,8.05,3.2558872276837914,3.2619285573344965,3.2588554021539196
362,8.100000000000001,3.3794902332756074,3.3855315629263116,3.382458407745735
363,8.150000000000002,3.5069675913802953,3.5130089210310005,3.5099357658504227
364,8.2,3.638415852591603,3.6444571822423066,3.64138402706173
365,8.25,3.77393336093329,3.7799746905839946,3.7769015354034177
366,8.3,3.9136202759316046,3.9196616055823097,3.916588450401733
367,8.350000000000001,4.057578594822797,4.0636199244735005,4.060546769292924
368,8.400000000000002,4.2059121748956105,4.2119535045463135,4.208880349365737
369,8.45,4.358726755968791,4.364768085619494,4.361694930438918
370,8.5,4.516129983003603,4.522171312654307,4.51909815747373
371,8.55,4.678231428851294,4.684272758501999,4.6811996033214225
372,8.600000000000001,4.845142617135608,4.851183946786311,4.848110791605734
373,8.650000000000002,5.016977045270298,5.023018374921003,5.019945219740427
374,8.7,5.1938502076116,5.199891537262304,5.1968183820817275
375,8.75,5.375879618745792,5.381920948396496,5.378847793215918
376,8.8,5.563184836911608,5.569226166562313,5.5661530113817355
377,8.850000000000001,5.755887487557796,5.7619288172085,5.758855662027924
378,8.900000000000002,5.954111287035614,5.960152616686318,5.9570794615057405
379,8.95,6.157982066426289,6.164023396076992,6.160950240896415
380,9.0,6.367627795503605,6.373669125154309,6.370595969973732
381,9.05,6.583178606831291,6.589219936481996,6.586146781301419
382,9.100000000000001,6.804766819995612,6.8108081496463155,6.807734994465737
383,9.150000000000002,7.032526965972803,7.0385682956235085,7.035495140442931
384,9.200000000000003,7.266595811631616,7.27263714128232,7.269563986101743
385,9.25,7.507112384370794,7.513153714021498,7.5100805588409205
386,9.3,7.754217996891606,7.76025932654231,7.757186171361733
387,9.350000000000001,8.0080562721053,8.014097601756005,8.011024446575428
388,9.400000000000002,8.268773168175612,8.274814497826316,8.27174134264574
389,9.450000000000003,8.536517003696307,8.54255833334701,8.539485178166434
390,9.5,8.811438483003602,8.817479812654305,8.814406657473729
391,9.55,9.093690721623796,9.099732051274499,9.096658896093924
392,9.600000000000001,9.383429271855615,9.38947060150632,9.386397446325743
393,9.650000000000002,9.680812148487803,9.686853478138508,9.68378032295793
394,9.700000000000003,9.985999854651622,9.992041184302327,9.98896802912175
